conceptId,substanceId
13631004,84073006
13632006,372728001
13710008,19965007
13731006,72904005
13751005,303327007
13754002,18344000
13766008,30917009
13857004,78702007
13889008,53859000
13906002,3351007
13917001,76133009
13969006,34324005
13972004,41650004
13993001,2680002
14002008,398836001
14005005,2605005
14032000,6498005
14036002,91076002
14100003,106672000
14113009,48525001
14130006,387170002
14154001,372895002
14168008,59881000
14188007,113858008
14189004,52584002
14232007,67168003
14268002,409822003
14386001,58242002
14390004,85851009
14425001,6246005
14488001,125576007
14523006,12633005
14527007,113858008
14535005,44172002
14560005,414561005
14607001,387129004
14651005,410942007
14683004,34726005
14700006,90058002
14704002,72296007
14779006,125576007
14784000,404642006
14784000,418149003
14800001,409822003
14899007,13653002
14900002,125576007
14924005,69205001
14955004,64209005
15016005,409822003
15026003,43688007
15032008,70372009
15038007,72379008
15042005,54925005
15056007,303312007
15113004,74879004
15123008,40185008
15133000,82727004
15167005,311492009
15202009,113858008
15207003,51278002
15244003,372482001
15246001,258933002
15276008,410942007
15277004,373469002
15284007,113858008
15316002,112383009
15316002,112383009
15332004,83595008
15382009,55358003
15470004,103186007
15470004,103186007
15566009,66282002
15628003,68704007
15629006,68450006
15634005,6246005
15649002,771384007
15654006,33463005
15659001,46937003
15670008,8237006
15682004,5851001
15682004,55123007
15693002,80484003
15708009,33008008
15733007,409822003
15733007,409822003
15782007,285407008
15845006,40713003
15900006,62597003
15907009,51504002
15908004,85574000
15975000,62269008
16038004,26764003
16069000,105590001
16070004,72904005
16070004,72904005
16108008,63435000
16116004,4649006
16140007,85851009
16142004,25348004
16146001,49872002
16182006,84407002
16196000,243579005
16248006,372482001
16248006,764414000
16259002,80397000
16260007,372574004
16292008,10083006
16327006,6070004
16332007,32800009
16409009,113858008
16429005,609086009
16442005,58242002
16464001,255644009
16537000,285403007
16541001,26630006
16573007,37959007
16592009,19965007
16623004,311443003
16645003,280939008
16664009,52499004
16668007,68498002
16681000,3265006
16686005,54841005
16738008,58513009
16766000,49872002
16773005,410942007
16800004,387117008
16814004,9861002
16880001,63923008
16884005,77389004
16901001,81370003
16947009,125068003
16959008,1144772004
17040003,70890003
17052005,62419003
17079009,409822003
17087005,263762005
17087005,263762005
17110002,91231009
17121006,50384007
17136009,113858008
17185004,10527004
17231009,264325000
17251008,82940001
17251008,106762008
17252001,83843009
17273001,67168003
17273001,67168003
17305005,68704007
17332000,289122001
17345001,1144774003
17379000,409822003
17383000,51765001
17385007,65557007
17425008,42625000
17438000,409822003
17570002,373466009
17582006,34096007
17592003,387458008
17607008,106798000
17647001,79487006
17653001,113858008
17658005,75445002
17681007,4649006
17723000,18441007
17732003,52499004
17732003,52499004
17732003,52499004
17783003,56219004
17794004,79357004
17820009,36062002
17919002,83581005
17934008,256439001
17940001,35331000
17946007,19209005
17949000,4649006
17949000,4649006
17958007,58395002
17979007,10903006
17996008,77611000
18041002,105590001
18051001,57868002
18052008,387298007
18070006,41508009
18071005,17872004
18081009,35408001
18108002,373488009
18118007,80668008
18121009,88014003
18121009,88014003
18140003,48600001
18256001,6922007
18323000,68498002
18323000,410942007
18337009,67866001
18342001,30020004
18398001,285405000
18504008,8745002
18530007,56219004
18534003,45462000
18615009,88999006
18624000,417542000
18631001,425924000
18638007,409822003
18653004,311492009
18689007,418149003
18690003,264431003
18768006,373704008
18849004,88972009
18869009,387258005
18892009,409822003
18900005,65119002
18901009,55123007
18901009,5851001
18903007,88376000
18917003,32452004
18920006,409822003
18929007,409822003
18953001,105590001
18956009,31397006
19020001,20141004
19021002,44470000
19043005,409822003
19044004,35164008
19065005,85944001
19076009,35331000
19081000,75243007
19087001,115651002
19087001,115651002
19138001,9482002
19192002,6246005
19206003,72904005
19265001,51526001
19267009,259916004
19274004,304628004
19288000,24802005
19290004,72904005
19303008,311492009
19303008,35331000
19307009,410942007
19325002,285656000
19341001,18508006
19362000,240852001
19377008,22680003
19431000,5210005
19431000,5210005
19445006,404642006
19445006,418149003
19466003,105590001
19547001,58800005
19549003,2479006
19653005,25200002
19661000,112443002
19661000,112443002
19663002,314797000
19689002,50203001
19690006,71241004
19698004,47911005
19717001,38988005
19849005,105590001
19854001,91421004
19894004,255818007
19899009,65693004
19920003,387138002
19984005,82750005
20062001,12561005
20117002,387331000
20164002,79279007
20179009,66733001
20184003,56730000
20202008,96128001
20215004,115616005
20220004,80261007
20260003,387459000
20310007,20368008
20325007,11983001
20356004,420271003
20372007,113858008
20385005,404642006
20385005,418149003
20443005,15684003
20444004,33040007
20463003,42900006
20484008,84676004
20555001,19965007
20558004,125576007
20615009,125576007
20639004,3265006
20731008,74989001
20735004,72904005
20745002,67054008
20789002,63573003
20790006,243672005
20833001,58476008
20848007,48683001
20860008,8181006
20871009,9721008
20876004,418149003
20881008,387436006
20927009,34348001
20943002,68704007
20952006,105590001
20953001,67168003
21002008,95991006
21007002,311492009
21009004,86648009
21013006,423477000
21019005,88703006
21060003,409822003
21061004,35029001
21070001,34706006
21090005,56756007
21106009,39480001
21143006,263762005
21143006,263762005
21162009,56219004
21197006,84424008
21255005,44689009
21328003,767401005
21382004,409822003
21401009,13281001
21413004,372787008
21437004,26292009
21511000,116293002
21520009,311986006
21523006,72904005
21534009,112283007
21543000,49926000
21560005,58242002
21647008,412035000
21657009,10561002
21673003,372660003
21704002,1507005
21707009,409822003
21719001,256259004
21719001,105590001
21766002,84596001
21782001,410942007
21836003,387238009
21846001,40560008
21857006,51526001
21869003,409822003
21871003,1543004
21890006,60030000
21913008,112477007
21954000,19551004
21955004,22417000
21963003,37663002
22004006,91167006
22064009,14562002
22067002,105590001
22067002,105590001
22075008,41355003
22098000,68498002
22130008,311422004
22150007,30772002
22203006,73643001
22203006,106762008
22255007,36319009
22279009,33828008
22312005,26870001
22352007,409822003
22352007,409822003
22386003,72904005
22404003,6523009
22434008,125576007
22455005,243579005
22462001,409822003
22464000,76888006
22464000,106762008
22500005,112428004
22540004,4649006
22543002,10834006
22574000,387085005
22583005,19595005
22607003,838505006
22649008,41355003
22681004,372822009
22706002,1144773009
22719003,372482001
22721008,62694003
22728002,38193009
22754005,65119002
22888007,372589008
22888007,410942007
22905009,15310008
22920003,441900009
22922006,40446008
22934003,125576007
22957009,1007001
22990009,113858008
23012005,61010005
23014006,40560008
23022004,113858008
23097003,32137001
23122001,77985003
23132008,87316007
23142005,26351002
23191004,6246005
23196009,6246005
23203002,16066007
23236001,33016004
23247008,8672004
23257009,58412002
23291008,19965007
23311005,71160003
23315001,414561005
23471003,33936000
23477004,43367008
23484007,3265006
23502006,112277009
23509002,311752008
23511006,17872004
23513009,128377001
23527004,398705004
23549005,55766005
23561002,106842009
23623005,409822003
23674002,51941005
23697004,82693003
23698009,65119002
23710009,77309002
23737006,19551004
23842007,410942007
23855008,72852004
23874000,50942005
23877007,372901004
23890000,285656000
23892008,780915007
23936007,106790007
23949002,51556005
23975003,68704007
24000001,372701006
24015000,17835005
24043009,50599008
24059009,19551004
24069003,112376002
24078009,6246005
24078009,6246005
24119009,78772008
24147008,66821001
24208001,39286005
24235005,113858008
24294007,31006001
24302002,9861002
24310001,86233005
24311002,53114006
24313004,33140005
24321005,414561005
24354007,387413002
24360007,55445003
24387006,26343000
24568004,21358009
24620004,35029001
24630008,36094007
24630008,36094007
24662006,407480007
24669002,418416001
24692002,70221002
24694001,71001003
24713001,44183006
24766003,7966003
24776000,76509005
24779007,40560008
24789006,407359000
24789006,407359000
24803000,125576007
24810006,113858008
24868007,68704007
24880004,259114002
24907000,407415005
24929001,60071006
24984009,419278002
25102003,32452004
25125002,13355003
25166002,71818000
25188002,84936006
25225006,424470006
25277000,3829006
25288006,76703009
25332000,22988008
25332000,44644008
25346000,1590002
25350007,46911001
25440005,26775004
25476006,409822003
25555003,259153006
25582006,38660001
25599007,387244008
25626000,243368001
25629007,113858008
25636008,12561005
25668000,79284001
25702006,311492009
25738004,113858008
25753007,412035000
25831001,113858008
25881005,87588000
25897000,2429008
25933002,227380001
25933002,227380001
25956006,88578003
25957002,26764003
25966003,259221006
25973008,20445003
25980005,372737001
26016002,421727006
26033009,44644008
26037005,125576007
26039008,72904005
26053008,415098006
26067004,47304000
26068009,49909006
26081002,65521002
26089000,243670002
26103000,47622006
26116000,75344004
26117009,397426001
26123004,41822002
26135000,72904005
26137008,50201004
26151008,103186007
26151008,103186007
26152001,5426008
26182007,73502008
26195002,73457008
26249004,441649000
26275000,45882007
26281008,708009
26367008,105590001
26427008,56596006
26431002,112601000
26498006,49548003
26532007,39552000
26535009,409822003
26543004,372715008
26602006,51375001
26613009,49909006
26617005,425718001
26679003,59882007
26714005,398705004
26715006,419933005
26726000,7527002
26746005,285686007
26767005,23172004
26768000,23959001
26820004,42331006
26824008,46846005
26825009,285686007
26826005,4716008
26843008,259916004
26922008,35153005
26935004,113858008
26997009,311760009
27020006,63938009
27027009,66795006
27031003,243659009
27052006,74746009
27064003,372845003
27235001,86648009
27240009,56541000
27331008,372839006
27335004,71131007
27351007,409822003
27404009,25532001
27420004,19965007
27420004,19965007
27451006,45652004
27460003,72904005
27475006,407498006
27578005,12544007
27601005,441649000
27616008,55202008
27618009,56395006
27619001,243607003
27648007,72904005
27677008,23641002
27681008,68704007
27684000,6246005
27720003,78621006
27725008,82259005
27759007,86147000
27776006,47957007
27794000,112451004
27806003,57757007
27810000,49872002
27810000,49872002
27836007,5247005
27858009,8191000
27858009,8191000
27903005,83609003
27908001,50942005
27956007,387085005
27992006,30325000
28004004,409822003
28008001,311739003
28039004,312025007
28061009,409822003
28147001,8331005
28171008,62646002
28192008,243633006
28198007,72904005
28213007,111132001
28219006,8512000
28224009,373276005
28343007,6246005
28348003,387511003
28368009,418149003
28389000,387475002
28399005,113858008
28438004,68704007
28458003,4454007
28463004,52584002
28477001,30681002
28500000,22170001
28504009,387395007
28563001,387353003
28572009,68704007
28671007,77388007
28697001,83196002
28711005,59082006
28739006,73912005
28749009,415809009
28766006,49872002
28800007,74523009
28850000,90796009
28864000,418149003
28867007,417443008
28926001,410942007
28944009,407444007
28951000,53463000
28952007,83961001
28980009,72548008
29007000,13527003
29009002,27021005
29061002,72045000
29069000,14120002
29081001,32662000
29147005,3265006
29187000,37710004
29199007,409822003
29212009,311492009
29219000,47747002
29227009,59674005
29268000,105590001
29304003,29163002
29321007,285655001
29329009,85308004
29341002,40525002
29394006,67310006
29415009,8046007
29422001,52141008
29530003,414561005
29551000,24099007
29602005,387508004
29604006,58716003
29604006,58716003
29665005,43905006
29723007,409822003
29731002,113858008
29733004,404642006
29733004,418149003
29786001,36094007
29796005,62349000
29824007,18330006
29826009,6264003
29839008,407326003
29848003,53424007
29864006,68704007
29871001,87240002
29943008,19965007
29976007,63938009
29979000,78006004
29989001,409822003
29995000,256674009
30066009,105590001
30080002,72904005
30080002,72904005
30112004,87430003
30116001,22417000
30138004,259170003
30146003,9216006
30153007,38561008
30168008,68704007
30168008,68704007
30211004,112412009
30242009,80166006
30265004,372639009
30270006,407493002
30283007,6246005
30283007,6246005
30310000,68540007
30312008,3234002
30330001,409822003
30365001,372887001
30369007,40294009
30378001,10659004
30404001,69246006
30415006,243584004
30451004,264299001
30483005,57264008
30491001,387085005
30493003,73457008
30512007,409822003
30535005,41664004
30571006,285717004
30595008,51278002
30638000,71446007
30668009,115651002
30709007,106843004
30716008,42266005
30815000,9026007
30844003,10908002
30857006,111124009
30865009,69560009
30871003,373469002
30887000,41492002
30887000,16283005
30887000,31006001
30897009,61275002
30927003,87676007
30945003,6895004
30982007,58234003
30984008,372703009
31015008,72904005
31023005,2377007
31112008,113858008
31112008,113858008
31120005,80392006
31137003,72904005
31141004,45620004
31148005,725639006
31194008,414561005
31199003,11697006
31272009,60674004
31309002,6415009
31311006,41685004
31430005,410942007
31516002,49872002
31524007,50384007
31568009,36094007
31646008,50384007
31659000,608978001
31715000,9721008
31752000,387135004
31772005,14562002
31803008,281356001
31819001,49782006
31860008,409822003
31861007,73085001
31877008,88274000
31894005,81584009
31906004,47172007
31920006,80298008
31948006,61088005
31956009,387085005
31969008,6246005
31999004,68704007
32009006,373469002
32046005,372763006
32093003,410942007
32093003,410942007
32094009,40406002
32125003,112614004
32139003,7271004
32168002,77904001
32171005,30231000
32179007,409822003
32204007,85851009
32215002,125576007
32266007,26764003
32268008,113858008
32271000,5563001
32286006,22533000
32287002,373348000
32298001,22417000
32358001,412035000
32371003,373528008
32387000,22038003
32389002,112272003
32393008,387172005
32518004,387328001
32521002,65317008
32527003,65119002
32527003,65119002
32552001,418149003
32553006,311492009
32556003,77209004
32580004,243633006
32599008,90945000
32695006,111067003
32700004,56883003
32722006,273944007
32735002,72904005
32739008,74566002
32767004,22077000
32875003,418149003
32904004,9861002
33089002,33936000
33090006,448002
33093008,18835008
33100004,42721002
33122006,90835001
33217001,73131003
33279008,264299001
33369008,45869004
33421006,89657004
33491002,68498002
33499000,24099007
33548005,311429008
33548005,52141008
33558009,125576007
33583009,15210005
33618002,17872004
33666009,89782007
33707005,69955003
33710003,20065004
33727006,48741003
33839006,19965007
33845003,410942007
33856003,75854007
33871004,418149003
33877000,38222004
33893009,113858008
33902006,56219004
33937009,112277009
33947007,129231002
33996002,31480004
34004002,311429008
34004002,278947002
34014006,49872002
34015007,105590001
34020007,58800005
34085004,66603002
34207001,72902009
34240005,86438003
34290009,421727006
34335000,85729005
34395002,285686007
34476008,49872002
34586006,71431000
34600007,426574003
34639003,76920002
34650000,14562002
34668002,73386007
34684001,409822003
34711008,285656000
34716003,13738000
34729003,410942007
34730008,63603005
34743008,45483006
34764007,387190006
34786008,3265006
34790005,409822003
34790005,409822003
34819000,52783006
34845009,17872004
34917002,387351001
34938008,311492009
34956008,612008
34958009,387371005
34964002,72904005
35008005,34219009
35033008,48708001
35089004,22417000
35128007,69198000
35154004,409890000
35154004,409890000
35195001,285715007
35207008,5169008
35224002,372858002
35261006,19930007
35339003,54365000
35377009,407498006
35377009,407498006
35377009,407498006
35400008,767270007
35490003,409822003
35515007,17845007
35526001,68704007
35526001,68704007
35528000,255637000
35542008,3092008
35542008,3092008
35585004,113858008
35586003,62289009
35620001,82945006
35640008,424470006
35676009,73906000
35703006,68498002
35704000,79382004
35742006,72904005
35776002,372877000
35786001,113858008
35789008,31006001
35817006,58470002
35876006,68704007
35957005,70442002
35974005,67168003
35974005,67168003
35984006,113858008
36001007,5782007
36038007,6246005
36084002,7849001
36102002,17872004
36151004,441900009
36155008,57757007
36175004,409822003
36188001,77352002
36193003,78702007
36254004,409822003
36261000,410942007
36276008,72904005
36292003,19551004
36309003,9861002
36334003,23895005
36420002,112383009
36448002,61446006
36465006,31006001
36529003,243301005
36533005,372813008
36554003,22038003
36607007,65894008
36653000,5210005
36667009,46112007
36688000,409822003
36696005,427063005
36706008,420100005
36739006,409890000
36739006,409890000
36746002,70150004
36749009,58550005
36751008,60542003
36753006,90530002
36779002,50612005
36784008,387109000
36866003,61449004
36866003,61449004
36919001,88488004
36989005,50384007
37031009,56219004
37069004,42236003
37109004,424206003
37121000,410942007
37131007,59545008
37133005,113858008
37160003,14562002
37203006,243627002
37217002,57757007
37228003,61796008
37244007,83139007
37246009,115082002
37260006,113858008
37323009,19965007
37331004,418149003
37344009,398705004
37370005,410942007
37392009,14674009
37396007,409822003
37430004,72904005
37434008,18142006
37445006,30011008
37543002,68384006
37556009,7893001
37560007,409822003
37584004,78531009
37589009,409822003
37688005,36559008
37688005,36559008
37688005,36559008
37693008,255755001
37711000,25705008
37712007,876840000
37714008,410942007
37722001,51526001
37722001,51526001
37754005,72904005
37780006,65890004
37832003,77378006
37866007,263762005
37869000,285686007
37976006,256896000
37981002,709162006
38021004,387103004
38115001,113858008
38129000,9931006
38149009,387163002
38201005,79174008
38243003,25712004
38247002,373469002
38279006,113858008
38302000,48383006
38323006,372756006
38333003,83183003
38362002,34348001
38394007,409822003
38420005,113858008
38509008,430774002
38523005,72904005
38539003,52397001
38573008,79357004
38577009,285667004
38583007,35331000
38655000,67301003
38662009,81665004
38699009,56596006
38700005,65202006
38704001,426496006
38725001,26200006
38729007,56012003
38729007,5390009
38879000,83068005
38907003,19551004
38921001,52584002
38941006,410942007
38968006,32824001
38976008,54365000
38981004,60831000
39002001,41704008
39003006,418149003
39011001,767270007
39084003,26403006
39085002,72904005
39111003,28499009
39172002,73457008
39224005,38324000
39234001,84144005
39248001,51627003
39288006,409822003
39306006,113858008
39426009,106801006
39439008,51278002
39451005,34957004
39458004,3576009
39486007,41625002
39493006,69348009
39502009,30326004
39521001,418525009
39521001,87612001
39524009,53583001
39625001,7400004
39640004,767273009
39643002,762766007
39652006,2515005
39660007,112452006
39679005,421212007
39740009,17683005
39747007,19610005
39784009,767270007
39807006,398705004
39865000,27458000
39890003,71818000
39907005,36216004
39951001,398705004
39994006,373219008
40054001,17978004
40070004,68855006
40099009,50384007
40099009,50384007
40119006,420735000
40122008,33008008
40149008,68704007
40218008,65557007
40230002,23466005
40237004,38830008
40258005,113858008
40308000,116566001
40382002,43706004
40383007,73517007
40387008,68498002
40410004,63893004
40468003,32452004
40527005,767270007
40539002,14399003
40571009,373469002
40600002,9861002
40610006,49872002
40635000,57032008
40640008,311429008
40748005,373504006
40766000,38203008
40780007,89293008
40786001,256868006
40844001,54086007
40857009,24570008
40911008,115651002
40959008,49872002
40960003,31006001
40960003,62873003
40981003,19965007
40989001,115619003
41030002,8672004
41030002,8672004
41047001,50306007
41048006,44470000
41071008,71482002
41075004,414561005
41080008,6246005
41083005,311492009
41106001,1914001
41107005,90064009
41116009,115169007
41136005,9721008
41172003,4943005
41207000,424470006
41235001,243653005
41238004,2309006
41269000,725894000
41269000,725894000
41309000,311492009
41326006,29262004
41348000,87135002
41361000,70141001
41381004,57032008
41390006,372914003
41394002,409822003
41439009,14717004
41439009,441655005
41454003,82518003
41461004,410942007
41495000,56242006
41545003,417060007
41546002,1838001
41553006,105590001
41582007,58800005
41599008,83347000
41602003,14638000
41645005,36283001
41659003,71268004
41690001,22635004
41723001,9194001
41869007,1158002
41921008,75590008
41954005,409822003
42004004,1985008
42094007,32662000
42100005,26630006
42113004,63616005
42197002,79751000
42217008,48484001
42290006,441900009
42338000,27268008
42344001,311492009
42373003,387409009
42377002,255632006
42386007,17579001
42395004,372782002
42448002,19551004
42448002,19551004
42448002,19551004
42461002,767209009
42523002,56931006
42524008,40789008
42599006,57134006
42733007,878892001
42746002,68704007
42769004,373936006
42770003,72904005
42846007,9562004
42849000,40740003
42872003,79513002
42883007,87588000
42887008,13862003
42894006,372777009
42895007,86740007
42953002,8181006
42961007,45697008
42979006,18555001
42979006,44644008
43017006,57226006
43021004,9482002
43098002,91255004
43140008,77025003
43166006,31600008
43213000,4940008
43220007,32469002
43251000,25200002
43253002,105590001
43258006,767178007
43302000,372862008
43329005,6549004
43333003,359768004
43373009,19018004
43384002,311727006
43416006,51045004
43424001,30917009
43424001,26159005
43442006,6246005
43484003,54365000
43489008,79875007
43490004,79473006
43497001,412035000
43517000,12561005
43532007,37959007
43581009,112403007
43599001,410942007
43626008,39709002
43633008,78014005
43634002,32452004
43692000,725894000
43707008,88999006
43758005,68861009
43823002,409822003
43878008,58800005
43881003,86436004
43891009,19965007
43893007,387304003
43894001,40560008
43912002,51557001
43925005,71259001
43982006,49926000
43982006,41355003
44003006,372798009
44047000,311492009
44051003,409822003
44065001,74466004
44086001,33999009
44094008,31414002
44101005,15158005
44110002,407539003
44115007,105590001
44137000,74098001
44173007,50204007
44182001,113858008
