vtmId,dose,unit,vmpId
50318003,200,mg,22683711000001100
50868004,5,mg,13453811000001107
50868004,5,mg,39708411000001103
50868004,10,mg,13453711000001104
50868004,10,mg,33595811000001106
50868004,15,mg,7719911000001107
50868004,20,mg,33595911000001101
51073002,10,mg,12425011000001109
51073002,15,mg,322915000
51073002,25,mg,12425111000001105
51073002,30,mg,322916004
51073002,37.5,mg,12425311000001107
51073002,50,mg,12425411000001100
51073002,60,mg,322917008
51073002,60,mg,12425511000001101
51073002,100,mg,12299311000001101
51073002,100,mg,12299411000001108
51334008,250,mg,324457003
51361008,100,mg,323133000
51361008,100,mg,375373003
51758009,5,mg,322591003
51758009,5,mg,19722711000001100
51758009,10,mg,12389411000001104
51758009,30,mg,12299811000001105
51758009,30,mg,12389811000001102
51758009,40,mg,12389911000001107
51758009,50,mg,12300211000001106
51758009,50,mg,29732211000001108
51758009,100,mg,12299111000001103
52108005,210,mg,327412003
52108005,305,mg,327409001
52108005,322,mg,327410006
52388000,1,mg,325426006
52388000,1,mg,32611811000001105
52388000,2.5,mg,325442004
52388000,2.5,mg,28808611000001100
52388000,5,mg,325427002
52388000,5,mg,325443009
52388000,5,mg,39722711000001103
52388000,10,mg,28808411000001103
52388000,20,mg,28808711000001109
52388000,25,mg,325450008
52388000,30,mg,32781411000001102
52388000,50,mg,325445002
53640004,10,mg,373959000
53640004,10,mg,373965000
53640004,20,mg,321949006
53640004,30,mg,32960811000001102
53640004,40,mg,376803002
53640004,60,mg,321954002
53641000,200,mg,326539000
53691001,1,g,329142001
53691001,500,mg,30806411000001100
53691001,600,mg,329141008
53691001,600,mg,15648011000001100
53848009,250,mg,326008008
54344006,50,mg,329648003
54344006,100,mg,329649006
54344006,200,mg,36059011000001103
54391004,25,mg,28366211000001104
54391004,50,mg,327122002
54541002,500,microgram,326124007
54544005,50,mg,12303411000001102
54544005,50,mg,39702511000001101
54705000,10,mg,321152004
54705000,20,mg,321153009
54765002,12,mg,8528911000001104
54765002,12.18,mg,14797011000001106
54765002,12.2,mg,24408211000001106
54765002,50,mg,13859511000001102
54882005,75,mg,31556111000001105
54887004,250,mg,39684111000001105
54887004,250,mg,39735311000001105
54887004,500,mg,39694811000001102
54887004,500,mg,39735911000001106
54972005,10,mg,327390008
55217007,1.25,g,329153007
55217007,1.25,g,329161002
55217007,1.25,g,329162009
55217007,1.5,g,329159006
55217007,2.5,g,329160001
55217007,166.67,mg,7719311000001106
55217007,250,mg,14780611000001102
55217007,250,mg,32695211000001106
55217007,266.6,mg,7596811000001108
55217007,300,mg,15533111000001100
55217007,300,mg,18562111000001109
55217007,400,mg,30806311000001107
55217007,420,mg,329188007
55217007,500,mg,4559611000001101
55217007,500,mg,8791711000001101
55217007,600,mg,16436111000001102
55217007,625,mg,32695411000001105
55217007,800,mg,4598211000001104
55745002,10,mg,318352004
55745002,40,mg,318353009
55745002,80,mg,318354003
55745002,80,mg,38751111000001107
55745002,160,mg,318355002
55745002,160,mg,38751211000001101
55867006,100,mg,320357005
55867006,100,mg,14608511000001107
55867006,225,mg,13663211000001104
55867006,225,mg,35900411000001103
55867006,350,mg,14608611000001106
55889005,150,mg,11499111000001101
55889005,500,mg,11498711000001109
55889005,600,mg,374594007
56059005,100,mg,324961004
56123002,1,g,371616001
56480005,12,mg,22192111000001109
56480005,12,mg,36458311000001103
56549003,5,mg,322118004
56549003,10,mg,322091008
56549003,15,mg,36035111000001103
56549003,15,mg,36035211000001109
56602009,1,g,13967911000001100
56602009,100,mg,19345811000001103
56602009,300,mg,375449005
56602009,500,mg,326991007
56928005,50,mg,326925007
56928005,100,mg,326926008
57002000,15,mg,39389311000001104
57002000,50,mg,23611711000001105
57191001,250,mg,324298007
57376006,1,g,8800111000001108
57376006,500,mg,316954000
57376006,500,mg,39495911000001109
57376006,600,mg,316953006
57376006,600,mg,8800011000001107
57538001,300,mg,34819711000001101
57811004,30,mg,39708511000001104
57811004,40,mg,39708711000001109
57811004,60,mg,39112411000001109
57811004,90,mg,39112511000001108
57811004,120,mg,39112611000001107
57893000,12.5,mg,39565011000001104
57893000,25,mg,376346007
57893000,50,mg,317935006
58883005,75,mg,324276003
58883005,150,mg,324277007
58883005,300,mg,21711211000001104
58905004,25,mg,10597211000001100
58905004,50,mg,325297007
58905004,100,mg,27888111000001100
59270007,10,mg,39699511000001101
59270007,25,mg,39699611000001102
59270007,50,mg,39699711000001106
59270007,100,mg,27985211000001107
59589008,25,mg,324913006
59941008,60,mg,39023011000001107
59941008,60,mg,39023811000001101
59941008,90,mg,39023111000001108
59941008,90,mg,39023911000001106
59941008,120,mg,39023211000001102
59941008,120,mg,39024011000001109
59941008,180,mg,39023311000001105
59941008,200,mg,39023411000001103
59941008,240,mg,39023511000001104
59941008,300,mg,39023611000001100
59941008,360,mg,39023711000001109
59953007,10,mg,35575511000001109
59953007,60,mg,333370006
59953007,180,mg,35933611000001101
60149003,25,mg,329714006
60149003,25,mg,36046611000001100
60149003,25,mg,39024911000001108
60149003,50,mg,329715007
60149003,50,mg,36046711000001109
60149003,75,mg,36046811000001101
60149003,75,mg,36046911000001106
60468008,300,mg,4623411000001107
60731009,50,mg,37799711000001108
60731009,100,mg,37799611000001104
60881009,10,mg,322522000
60881009,100,mg,12388911000001104
62782004,25,microgram,322840006
62782004,100,microgram,318667005
62782004,250,microgram,36089511000001100
62782004,300,microgram,318668000
63136007,1,mg,4245511000001109
63136007,10,mg,329402002
63136007,10,mg,22752211000001103
63136007,100,microgram,30917611000001106
63639004,1,g,36031411000001105
63639004,50,mg,319971003
63639004,50,mg,329249000
63639004,50,mg,16036711000001107
63639004,375,mg,5001711000001107
63639004,500,mg,17429711000001105
63639004,500,mg,36031511000001109
63639004,750,mg,36031611000001108
63758001,1,mg,325618005
63758001,1,mg,3508711000001106
63758001,5,mg,325611004
63758001,350,microgram,326447002
64349004,125,mg,324665005
64349004,500,mg,324666006
65026000,15,mg,320296001
65026000,30,mg,320297005
65041000,2,mg,323243009
66094001,250,mg,11388911000001103
66094001,300,mg,16101711000001103
66094001,500,mg,395519000
66261008,250,mg,39704711000001101
66261008,250,mg,39704811000001109
66261008,300,mg,34819711000001101
66493003,60,mg,35918211000001102
66493003,125,mg,320414004
66493003,125,mg,35957711000001104
66493003,175,mg,35917611000001104
66493003,200,mg,35917711000001108
66493003,250,mg,35917811000001100
66493003,250,mg,35917911000001105
66493003,300,mg,35900611000001100
66493003,300,mg,35918011000001107
66493003,400,mg,35918111000001108
66602007,2,mg,15243711000001107
66602007,5,mg,325740006
66859009,25,mg,319758005
66859009,100,mg,319759002
66859009,200,mg,39020811000001108
66971004,1,g,374076007
67939000,2,mg,134614006
67939000,3,mg,134615007
68088000,100,mg,39724211000001101
68088000,200,mg,39725211000001100
68088000,400,mg,39725711000001107
68206008,250,nanogram,329347000
68206008,500,nanogram,329348005
68887009,2.5,mg,326874007
68887009,10,mg,326875008
69107004,25,mg,330126005
69107004,100,mg,330127001
69236009,100,mg,318186003
69236009,200,mg,318187007
69708003,2,mg,322898003
69708003,500,microgram,322897008
69708003,500,microgram,17870411000001103
69879000,50,mg,327030004
69967001,1,g,317265007
70379000,1,g,8799911000001100
70379000,300,mg,8799811000001105
70379000,500,mg,8799711000001102
70379000,600,mg,8799611000001106
70379000,600,mg,38753411000001103
70864001,400,mg,321308004
71516007,1.25,mg,374509009
71516007,1.25,mg,3630011000001108
71516007,12.5,microgram,17995211000001109
71516007,125,microgram,21635711000001109
71516007,250,microgram,3630111000001109
71516007,250,microgram,34664911000001106
71584004,1.936,g,34820311000001104
71699007,1,mg,39706011000001108
71699007,2,mg,36143511000001101
71699007,5,mg,39706211000001103
71699007,10,mg,36143111000001105
71699007,15,mg,36143211000001104
71724000,150,mg,36067111000001100
71724000,160,mg,36067311000001103
71724000,200,mg,327438003
71724000,325,mg,39107411000001105
71759000,2.6,mg,36052011000001105
71759000,6.4,mg,36052711000001107
71759000,10,mg,36051611000001109
71759000,300,microgram,319384002
71759000,500,microgram,319385001
71759000,600,microgram,319386000
71798005,300,mg,39692011000001102
71798005,600,mg,329642002
72623000,10,mg,18684611000001101
72623000,40,mg,326908005
72870001,10,mg,317117001
72870001,20,mg,40389511000001108
72870001,150,microgram,348445008
72870001,300,microgram,322081002
72924009,50,mg,376085005
72924009,100,mg,324509007
73093001,500,mg,324158001
73133000,500,microgram,330079002
73454001,12.5,microgram,8792511000001103
73454001,100,microgram,325917002
73454001,200,microgram,325918007
73572009,5,mg,36127511000001108
73572009,10,mg,322708003
73572009,10,mg,36126411000001107
73572009,10,mg,36126511000001106
73572009,15,mg,36126811000001109
73572009,20,mg,322709006
73572009,20,mg,36127111000001104
73572009,30,mg,12390311000001101
73572009,30,mg,36127211000001105
73572009,30,mg,36127311000001102
73572009,50,mg,322728004
73572009,50,mg,36127411000001109
73572009,60,mg,12390411000001108
73572009,60,mg,36127611000001107
73572009,60,mg,36127711000001103
73572009,90,mg,36127811000001106
73572009,100,mg,36125811000001101
73572009,100,mg,36126211000001108
73572009,120,mg,36126611000001105
73572009,150,mg,36126711000001101
73572009,200,mg,12390211000001109
73572009,200,mg,36126911000001104
73572009,200,mg,36127011000001100
73756003,50,mg,321355009
73756003,60,mg,321358006
73756003,200,mg,3682911000001100
73949004,600,microgram,317084000
73986003,125,mg,39684511000001101
73986003,250,mg,39694611000001101
74065006,10,mg,32856811000001103
74213004,1.5,mg,39020711000001100
74213004,2.5,mg,39696211000001108
74470007,25,mg,374287008
74470007,50,mg,326731000
74771007,10,mg,318745004
74819009,250,mg,22069911000001109
75959001,10,mg,39704411000001107
75959001,20,mg,39704511000001106
75959001,40,mg,39704611000001105
76058001,1,mg,318768008
76058001,2,mg,318769000
76058001,5,mg,318770004
76058001,500,microgram,318767003
76155001,500,mg,373997000
76759004,25,mg,31141611000001104
76759004,100,mg,39690511000001109
76759004,150,mg,36070111000001109
76759004,150,mg,39690611000001108
76759004,250,mg,36070211000001103
76759004,250,mg,36070311000001106
77390008,1,mg,376816002
77390008,1,mg,376816002
77390008,2,mg,323239005
77731008,200,mg,26584211000001100
77731008,200,mg,29767111000001107
77731008,600,mg,418569002
77731008,600,mg,7968611000001103
77731008,600,mg,14158511000001104
77898008,100,mg,3973511000001105
77898008,125,mg,4623711000001101
77898008,125,mg,4623811000001109
78025001,250,mg,324783009
78025001,500,mg,324786001
78449007,5,mg,321127001
78542000,280,mg,27890511000001105
78542000,540,mg,23612011000001100
78542000,600,mg,28415411000001103
78542000,1080,mg,34448211000001102
79129001,3,mg,322143005
79129001,5,mg,322144004
79129001,25,mg,322145003
79225003,10,mg,321314006
79225003,15,mg,321315007
79332009,1,mg,327253009
79332009,5,mg,327254003
79332009,120,mg,327243008
79356008,1,mg,319740004
80024007,15,mg,330097005
80127003,50,mg,8800511000001104
80165005,10,mg,321285002
80165005,25,mg,321286001
80399002,475,mg,316937008
80399002,500,mg,316933007
80870001,2.5,mg,325218001
